Image_ID,Body_Shape,Shoulder_cm,Waist_cm,Hip_cm,Hip_Waist_Ratio,Colour_Palette,Garment_Type,Garment_Colour,Sleeve,Neckline,Pattern,Fabric,Occasion,Recommendation
IMG_217,Inverted Triangle,40,31,45,1.45,Neutral,Blouse,White,Sleeveless,Square,Striped,Silk,College,Flowy Dress
IMG_218,Rectangle,44,29,46,1.59,Cool,T-Shirt,Maroon,Sleeveless,High Neck,Printed,Denim,Traditional,Peplum Top
IMG_219,Inverted Triangle,48,40,36,0.9,Warm,T-Shirt,Grey,3/4,Sweetheart,Floral,Denim,Party,A-Line Skirt
IMG_220,Apple,34,30,43,1.43,Cool,Jeans,White,-,-,Floral,Wool,Traditional,Longline Jacket
IMG_221,Apple,48,28,47,1.68,Cool,Dress,Peach,Sleeveless,Collar,Striped,Wool,College,Straight-Leg Trousers
IMG_222,Rectangle,45,28,34,1.21,Cool,Sweater,Brown,Short,V-Neck,Printed,Rayon,College,Pleated Skirt
IMG_223,Inverted Triangle,42,31,35,1.13,Warm,Blouse,Yellow,Short,Boat,Checked,Denim,Casual,V-Neck Top
IMG_224,Rectangle,40,29,41,1.41,Cool,Sweater,Maroon,Full,Round,Checked,Wool,Party,Layered Outfit
IMG_225,Inverted Triangle,34,36,35,0.97,Warm,Skirt,Red,-,-,Polka Dot,Polyester,Party,A-Line Skirt
IMG_226,Rectangle,44,40,38,0.95,Warm,Dress,Olive,Short,Boat,Striped,Silk,Traditional,Belted Dress
IMG_227,Inverted Triangle,40,37,42,1.14,Neutral,Dress,Brown,Short,High Neck,Printed,Rayon,Casual,Flowy Dress
IMG_228,Hourglass,42,37,39,1.05,Neutral,Shirt,Grey,Sleeveless,Sweetheart,Printed,Polyester,Formal,Fitted Dress
IMG_229,Apple,36,31,47,1.52,Warm,Dress,Peach,Full,Boat,Solid,Polyester,College,V-Neck Outfit
IMG_230,Inverted Triangle,41,28,42,1.5,Neutral,T-Shirt,Peach,Full,Boat,Polka Dot,Rayon,Party,A-Line Skirt
IMG_231,Hourglass,40,30,47,1.57,Warm,Sweater,Beige,Sleeveless,Round,Floral,Linen,Casual,Wrap Dress
IMG_232,Inverted Triangle,48,40,35,0.88,Cool,Skirt,Black,-,-,Striped,Rayon,Formal,Flowy Dress
IMG_233,Inverted Triangle,39,40,40,1.0,Cool,Skirt,Lavender,-,-,Solid,Wool,Traditional,Wide-Leg Trousers
IMG_234,Hourglass,44,39,39,1.0,Neutral,Skirt,Navy Blue,-,-,Printed,Denim,Formal,Wrap Dress
IMG_235,Inverted Triangle,46,26,38,1.46,Neutral,Kurti,Yellow,3/4,Square,Floral,Rayon,Formal,Wide-Leg Trousers
IMG_236,Rectangle,41,31,36,1.16,Neutral,Shirt,Sky Blue,Sleeveless,Sweetheart,Polka Dot,Silk,Traditional,Peplum Top
IMG_237,Hourglass,37,29,35,1.21,Warm,Jacket,Olive,Full,High Neck,Polka Dot,Rayon,Casual,Fitted Dress
IMG_238,Inverted Triangle,45,26,40,1.54,Neutral,Dress,Sky Blue,Sleeveless,V-Neck,Printed,Linen,Formal,V-Neck Top
IMG_239,Rectangle,43,35,46,1.31,Cool,Blouse,Sky Blue,Full,V-Neck,Floral,Linen,Party,Peplum Top
IMG_240,Pear,42,35,48,1.37,Neutral,Skirt,Yellow,-,-,Printed,Silk,Casual,Boat-Neck Top
IMG_241,Apple,44,36,40,1.11,Neutral,Skirt,Maroon,-,-,Floral,Denim,Party,Longline Jacket
IMG_242,Inverted Triangle,36,38,42,1.11,Warm,Jeans,Sky Blue,-,-,Polka Dot,Denim,College,A-Line Skirt
IMG_243,Apple,42,32,40,1.25,Warm,Skirt,Green,-,-,Striped,Linen,Formal,Straight-Leg Trousers
IMG_244,Inverted Triangle,44,27,48,1.78,Cool,Shirt,Lavender,Full,High Neck,Striped,Cotton,Party,Flowy Dress
IMG_245,Hourglass,44,35,43,1.23,Warm,Dress,Lavender,Full,High Neck,Polka Dot,Polyester,Formal,Belted Outfit
IMG_246,Rectangle,37,39,48,1.23,Warm,Dress,Red,Short,High Neck,Solid,Wool,College,Layered Outfit
IMG_247,Pear,45,35,45,1.29,Warm,Kurti,Pink,Half,Sweetheart,Checked,Silk,College,Boat-Neck Top
IMG_248,Apple,38,30,39,1.3,Cool,Jacket,Grey,Sleeveless,Sweetheart,Polka Dot,Silk,Party,Empire-Waist Dress
IMG_249,Hourglass,39,31,40,1.29,Warm,Blouse,Olive,Sleeveless,Collar,Printed,Polyester,Traditional,Belted Outfit
IMG_250,Rectangle,38,28,37,1.32,Cool,Sweater,Sky Blue,Short,Boat,Printed,Wool,Party,Belted Dress
IMG_251,Inverted Triangle,46,39,41,1.05,Warm,Trousers,Peach,-,-,Striped,Denim,Traditional,Flowy Dress
IMG_252,Apple,36,40,48,1.2,Warm,Kurti,Yellow,Sleeveless,Sweetheart,Solid,Rayon,Casual,V-Neck Outfit
IMG_253,Pear,40,28,47,1.68,Neutral,Blouse,White,Sleeveless,V-Neck,Printed,Silk,Party,A-Line Dress
IMG_254,Apple,43,36,44,1.22,Cool,Jacket,Grey,Sleeveless,Round,Printed,Polyester,College,V-Neck Outfit
IMG_255,Rectangle,34,34,45,1.32,Cool,T-Shirt,Green,Full,Sweetheart,Polka Dot,Wool,College,Layered Outfit
IMG_256,Apple,35,40,35,0.88,Warm,Dress,Navy Blue,Full,Square,Checked,Rayon,Party,Straight-Leg Trousers
IMG_257,Rectangle,46,32,35,1.09,Cool,Sweater,Pink,Short,High Neck,Striped,Linen,Casual,Peplum Top
IMG_258,Inverted Triangle,35,32,40,1.25,Cool,T-Shirt,Green,Sleeveless,High Neck,Striped,Cotton,College,Flowy Dress
IMG_259,Apple,44,38,39,1.03,Warm,Kurti,Lavender,Sleeveless,V-Neck,Striped,Rayon,Traditional,Longline Jacket
IMG_260,Hourglass,38,26,48,1.85,Cool,Kurti,Yellow,Full,High Neck,Solid,Denim,Party,Wrap Dress
IMG_261,Inverted Triangle,37,35,36,1.03,Warm,Jeans,Grey,-,-,Striped,Polyester,Formal,Flowy Dress
IMG_262,Rectangle,44,40,42,1.05,Neutral,Blouse,Pink,Sleeveless,Square,Polka Dot,Linen,Casual,Peplum Top
IMG_263,Hourglass,40,29,47,1.62,Neutral,Sweater,Maroon,Full,Boat,Checked,Cotton,Party,Belted Outfit
IMG_264,Apple,41,29,39,1.34,Cool,Blouse,Pink,Full,High Neck,Floral,Cotton,Traditional,Straight-Leg Trousers
IMG_265,Hourglass,46,29,45,1.55,Cool,Blouse,White,3/4,High Neck,Polka Dot,Denim,College,High-Waist Trousers
IMG_266,Hourglass,39,27,35,1.3,Cool,Trousers,Red,-,-,Checked,Cotton,Formal,Wrap Dress
IMG_267,Apple,36,32,41,1.28,Neutral,Skirt,Green,-,-,Solid,Cotton,Casual,Straight-Leg Trousers
IMG_268,Apple,42,27,43,1.59,Cool,Skirt,Brown,-,-,Solid,Linen,College,Longline Jacket
IMG_269,Apple,46,27,45,1.67,Warm,Sweater,Grey,Full,V-Neck,Polka Dot,Silk,Formal,Empire-Waist Dress
IMG_270,Inverted Triangle,38,30,38,1.27,Warm,Blouse,Navy Blue,3/4,Collar,Floral,Linen,College,A-Line Skirt
IMG_271,Inverted Triangle,39,30,37,1.23,Neutral,Dress,Olive,3/4,Round,Striped,Linen,Casual,Flowy Dress
IMG_272,Inverted Triangle,39,39,43,1.1,Cool,Jacket,Brown,Half,Boat,Polka Dot,Polyester,Formal,V-Neck Top
IMG_273,Pear,39,35,45,1.29,Cool,Blouse,Peach,3/4,Collar,Checked,Wool,College,Structured Top
IMG_274,Inverted Triangle,39,32,38,1.19,Warm,Sweater,Maroon,Short,Square,Printed,Denim,Traditional,A-Line Skirt
IMG_275,Pear,45,33,45,1.36,Cool,Shirt,Peach,3/4,High Neck,Floral,Denim,Party,Structured Top
IMG_276,Inverted Triangle,38,36,36,1.0,Cool,Shirt,Brown,3/4,Square,Floral,Polyester,College,Flowy Dress
IMG_277,Rectangle,42,26,46,1.77,Neutral,Sweater,Beige,Sleeveless,Round,Striped,Wool,Party,Layered Outfit
IMG_278,Apple,44,35,34,0.97,Neutral,Skirt,Yellow,-,-,Checked,Rayon,College,V-Neck Outfit
IMG_279,Pear,34,27,38,1.41,Neutral,Kurti,Green,Full,Square,Polka Dot,Polyester,Formal,Dark Bottom
IMG_280,Apple,39,32,41,1.28,Neutral,Blouse,Beige,Half,Round,Floral,Cotton,Party,Longline Jacket
IMG_281,Pear,48,27,35,1.3,Cool,Trousers,Maroon,-,-,Floral,Rayon,Formal,Dark Bottom
IMG_282,Inverted Triangle,39,33,35,1.06,Neutral,Jacket,Beige,Half,Round,Checked,Cotton,Casual,A-Line Skirt
IMG_283,Hourglass,47,31,44,1.42,Warm,Dress,Yellow,Full,V-Neck,Printed,Denim,Party,Belted Outfit
IMG_284,Inverted Triangle,41,29,46,1.59,Warm,Blouse,Yellow,3/4,Boat,Solid,Wool,Traditional,Wide-Leg Trousers
IMG_285,Inverted Triangle,41,35,40,1.14,Neutral,Dress,Black,Short,Collar,Polka Dot,Rayon,Casual,A-Line Skirt
IMG_286,Pear,46,39,42,1.08,Cool,Dress,Maroon,3/4,Round,Checked,Wool,College,Boat-Neck Top
IMG_287,Inverted Triangle,43,32,43,1.34,Warm,Trousers,Olive,-,-,Checked,Rayon,College,Wide-Leg Trousers
IMG_288,Rectangle,47,36,45,1.25,Neutral,Sweater,Grey,Sleeveless,High Neck,Striped,Linen,Casual,Layered Outfit
IMG_289,Rectangle,38,27,36,1.33,Warm,Kurti,Beige,3/4,Boat,Printed,Denim,Traditional,Pleated Skirt
IMG_290,Apple,40,28,41,1.46,Neutral,Blouse,Beige,Full,V-Neck,Floral,Linen,Formal,Empire-Waist Dress
IMG_291,Apple,39,39,41,1.05,Cool,T-Shirt,Black,3/4,V-Neck,Striped,Rayon,College,Longline Jacket
IMG_292,Inverted Triangle,40,36,41,1.14,Cool,Jacket,Beige,Short,Round,Printed,Cotton,Formal,V-Neck Top
IMG_293,Apple,34,30,37,1.23,Warm,Jacket,Red,Full,High Neck,Floral,Polyester,Traditional,V-Neck Outfit
IMG_294,Apple,43,27,38,1.41,Cool,Kurti,Lavender,Sleeveless,Sweetheart,Polka Dot,Silk,Traditional,Empire-Waist Dress
IMG_295,Pear,40,27,45,1.67,Warm,Jacket,Red,Half,Collar,Solid,Silk,Casual,Structured Top
IMG_296,Apple,37,38,45,1.18,Cool,Sweater,Beige,3/4,V-Neck,Printed,Denim,Formal,Empire-Waist Dress
IMG_297,Rectangle,46,26,43,1.65,Cool,Sweater,Green,Full,V-Neck,Checked,Wool,Party,Belted Dress
IMG_298,Apple,43,30,47,1.57,Neutral,Shirt,Grey,Short,Sweetheart,Floral,Cotton,Party,Empire-Waist Dress
IMG_299,Pear,45,39,36,0.92,Neutral,Trousers,Navy Blue,-,-,Striped,Rayon,College,Dark Bottom
IMG_300,Rectangle,36,35,44,1.26,Cool,Skirt,Yellow,-,-,Floral,Cotton,Casual,Pleated Skirt
IMG_301,Rectangle,42,37,38,1.03,Cool,Trousers,Peach,-,-,Printed,Cotton,Casual,Pleated Skirt
IMG_302,Rectangle,44,36,45,1.25,Warm,Kurti,Lavender,3/4,V-Neck,Floral,Rayon,Formal,Pleated Skirt
IMG_303,Rectangle,38,31,47,1.52,Neutral,Sweater,Maroon,Short,Square,Floral,Rayon,Party,Peplum Top
IMG_304,Inverted Triangle,34,27,44,1.63,Warm,Blouse,Black,3/4,Boat,Solid,Silk,Formal,Wide-Leg Trousers
IMG_305,Pear,48,36,38,1.06,Cool,Shirt,Lavender,Half,Collar,Solid,Linen,Formal,A-Line Dress
IMG_306,Pear,40,36,38,1.06,Neutral,Shirt,Pink,Sleeveless,Round,Striped,Silk,Casual,Structured Top
IMG_307,Inverted Triangle,43,29,42,1.45,Warm,Trousers,Black,-,-,Solid,Rayon,College,Wide-Leg Trousers
IMG_308,Inverted Triangle,41,27,37,1.37,Neutral,Shirt,White,Sleeveless,Collar,Checked,Linen,Formal,Flowy Dress
IMG_309,Pear,46,39,46,1.18,Neutral,Blouse,Yellow,Sleeveless,Square,Printed,Cotton,Traditional,Structured Top
IMG_310,Pear,41,31,45,1.45,Neutral,Blouse,Yellow,3/4,Square,Polka Dot,Silk,Formal,A-Line Dress
IMG_311,Hourglass,48,27,36,1.33,Neutral,Skirt,Olive,-,-,Checked,Silk,Party,Fitted Dress
IMG_312,Hourglass,37,30,44,1.47,Neutral,Sweater,Sky Blue,Full,High Neck,Printed,Linen,Casual,High-Waist Trousers
IMG_313,Apple,37,34,43,1.26,Neutral,Skirt,Sky Blue,-,-,Checked,Wool,Casual,Empire-Waist Dress
IMG_314,Pear,41,32,35,1.09,Neutral,Sweater,Peach,Sleeveless,Square,Solid,Linen,Party,Structured Top
IMG_315,Apple,40,39,47,1.21,Cool,Kurti,Pink,Short,Sweetheart,Floral,Rayon,Casual,V-Neck Outfit
IMG_316,Rectangle,43,27,34,1.26,Warm,T-Shirt,Sky Blue,3/4,Square,Checked,Wool,Traditional,Pleated Skirt
IMG_317,Hourglass,40,37,40,1.08,Neutral,Kurti,Yellow,Full,V-Neck,Checked,Cotton,Party,Wrap Dress
IMG_318,Pear,42,40,37,0.93,Cool,Skirt,Green,-,-,Printed,Wool,Casual,Boat-Neck Top
IMG_319,Pear,45,32,45,1.41,Warm,Shirt,Black,3/4,Round,Floral,Polyester,Traditional,A-Line Dress
IMG_320,Pear,38,36,45,1.25,Warm,Blouse,White,Sleeveless,V-Neck,Floral,Linen,Traditional,Boat-Neck Top
IMG_321,Rectangle,36,31,36,1.16,Warm,T-Shirt,Beige,Half,Sweetheart,Floral,Linen,Traditional,Peplum Top
IMG_322,Hourglass,38,37,43,1.16,Cool,Kurti,Peach,Half,Round,Floral,Rayon,Traditional,Fitted Dress
IMG_323,Hourglass,39,28,38,1.36,Neutral,Shirt,Grey,Short,High Neck,Printed,Cotton,Casual,Wrap Dress
IMG_324,Rectangle,37,26,41,1.58,Warm,Blouse,Pink,Sleeveless,Square,Polka Dot,Wool,College,Layered Outfit
IMG_325,Rectangle,39,29,40,1.38,Warm,Sweater,Red,Half,Round,Printed,Wool,Casual,Layered Outfit
IMG_326,Hourglass,37,38,42,1.11,Warm,Jacket,Pink,Half,Sweetheart,Checked,Linen,Casual,Belted Outfit
IMG_327,Rectangle,34,31,37,1.19,Cool,Sweater,Olive,Short,Boat,Checked,Polyester,College,Layered Outfit
IMG_328,Pear,45,40,42,1.05,Warm,Skirt,Navy Blue,-,-,Solid,Denim,Traditional,Boat-Neck Top
IMG_329,Hourglass,44,39,45,1.15,Warm,Skirt,Maroon,-,-,Polka Dot,Wool,Party,Wrap Dress
IMG_330,Inverted Triangle,37,34,37,1.09,Warm,Blouse,Peach,Half,Round,Solid,Denim,Traditional,Flowy Dress
IMG_331,Inverted Triangle,45,40,39,0.97,Warm,Sweater,Beige,Sleeveless,Square,Striped,Wool,College,A-Line Skirt
IMG_332,Inverted Triangle,43,35,34,0.97,Warm,Dress,Yellow,Half,Collar,Checked,Rayon,College,V-Neck Top
IMG_333,Pear,39,33,38,1.15,Warm,Blouse,White,Full,Round,Striped,Cotton,Formal,Dark Bottom
IMG_334,Hourglass,41,31,40,1.29,Cool,Dress,Green,3/4,Collar,Floral,Linen,Casual,Wrap Dress
IMG_335,Rectangle,36,38,44,1.16,Neutral,Sweater,Lavender,Sleeveless,V-Neck,Checked,Denim,Casual,Layered Outfit
IMG_336,Hourglass,39,32,42,1.31,Cool,Jeans,Yellow,-,-,Striped,Cotton,College,Belted Outfit
IMG_337,Pear,42,37,42,1.14,Cool,Shirt,White,Short,Round,Solid,Cotton,Formal,Structured Top
IMG_338,Rectangle,37,39,40,1.03,Neutral,Shirt,Yellow,Full,Square,Checked,Rayon,Casual,Peplum Top
IMG_339,Inverted Triangle,35,29,48,1.66,Warm,Shirt,Brown,Half,Round,Solid,Silk,Casual,Wide-Leg Trousers
IMG_340,Inverted Triangle,48,35,40,1.14,Warm,Skirt,Peach,-,-,Polka Dot,Silk,Formal,V-Neck Top
IMG_341,Rectangle,37,40,36,0.9,Cool,Blouse,Red,Sleeveless,Square,Printed,Polyester,Formal,Belted Dress
IMG_342,Apple,41,32,48,1.5,Warm,Shirt,Peach,Half,Boat,Striped,Silk,Formal,Empire-Waist Dress
IMG_343,Hourglass,44,38,42,1.11,Neutral,Trousers,Pink,-,-,Floral,Polyester,College,High-Waist Trousers
IMG_344,Rectangle,48,35,42,1.2,Cool,Blouse,Pink,Sleeveless,Collar,Printed,Denim,Casual,Belted Dress
IMG_345,Apple,34,38,41,1.08,Neutral,Dress,Maroon,Short,Round,Striped,Wool,Formal,Straight-Leg Trousers
IMG_346,Hourglass,42,39,46,1.18,Warm,Sweater,Brown,3/4,Collar,Striped,Denim,Formal,High-Waist Trousers
IMG_347,Rectangle,46,37,45,1.22,Neutral,T-Shirt,Grey,Half,Square,Printed,Denim,Traditional,Layered Outfit
IMG_348,Inverted Triangle,47,38,48,1.26,Cool,Blouse,Green,3/4,Round,Solid,Cotton,Formal,Wide-Leg Trousers
IMG_349,Hourglass,34,34,41,1.21,Neutral,Dress,Maroon,Short,Collar,Polka Dot,Denim,Party,Wrap Dress
IMG_350,Pear,34,28,43,1.54,Warm,Kurti,Brown,Half,Round,Checked,Wool,College,A-Line Dress
IMG_351,Pear,39,30,39,1.3,Neutral,Skirt,Navy Blue,-,-,Polka Dot,Silk,Party,Structured Top
IMG_352,Apple,45,34,45,1.32,Cool,Dress,Brown,Full,Sweetheart,Striped,Silk,Party,Straight-Leg Trousers
IMG_353,Hourglass,36,28,45,1.61,Neutral,Skirt,Beige,-,-,Printed,Cotton,Formal,High-Waist Trousers
IMG_354,Pear,48,38,43,1.13,Neutral,Shirt,Yellow,3/4,V-Neck,Checked,Wool,Casual,Structured Top
IMG_355,Hourglass,39,31,36,1.16,Neutral,Trousers,Lavender,-,-,Floral,Cotton,Party,Fitted Dress
IMG_356,Rectangle,37,37,35,0.95,Warm,T-Shirt,Red,Sleeveless,Boat,Floral,Wool,College,Layered Outfit
IMG_357,Inverted Triangle,48,32,41,1.28,Neutral,Skirt,Maroon,-,-,Solid,Rayon,College,Wide-Leg Trousers
IMG_358,Hourglass,36,33,35,1.06,Warm,Trousers,Red,-,-,Checked,Cotton,Casual,High-Waist Trousers
IMG_359,Pear,36,40,40,1.0,Warm,Kurti,Beige,Sleeveless,Collar,Printed,Polyester,College,A-Line Dress
IMG_360,Apple,40,36,36,1.0,Cool,Blouse,Grey,Sleeveless,Round,Checked,Denim,Formal,Longline Jacket
IMG_361,Apple,45,34,45,1.32,Neutral,Jeans,Red,-,-,Checked,Denim,Casual,V-Neck Outfit
IMG_362,Inverted Triangle,40,35,42,1.2,Warm,Trousers,Navy Blue,-,-,Solid,Silk,Casual,V-Neck Top
IMG_363,Apple,47,36,44,1.22,Warm,Shirt,Peach,Sleeveless,V-Neck,Striped,Wool,Party,V-Neck Outfit
IMG_364,Rectangle,41,39,35,0.9,Cool,Jacket,Brown,3/4,High Neck,Checked,Cotton,Traditional,Pleated Skirt
IMG_365,Inverted Triangle,36,31,48,1.55,Warm,Jacket,Maroon,Sleeveless,Collar,Floral,Silk,Party,Wide-Leg Trousers
IMG_366,Hourglass,47,30,43,1.43,Neutral,Shirt,Navy Blue,Sleeveless,High Neck,Checked,Rayon,Traditional,Belted Outfit
IMG_367,Apple,46,35,37,1.06,Cool,Kurti,Black,3/4,Square,Polka Dot,Rayon,College,Empire-Waist Dress
IMG_368,Inverted Triangle,41,30,35,1.17,Neutral,T-Shirt,Grey,Full,Square,Printed,Rayon,Traditional,Wide-Leg Trousers
IMG_369,Pear,35,38,41,1.08,Warm,Dress,Navy Blue,Short,Round,Floral,Cotton,College,Structured Top
IMG_370,Apple,47,36,36,1.0,Cool,Shirt,Red,Sleeveless,Boat,Printed,Silk,Traditional,Straight-Leg Trousers
IMG_371,Inverted Triangle,47,30,42,1.4,Warm,Sweater,Grey,Full,Square,Floral,Cotton,College,Wide-Leg Trousers
IMG_372,Apple,36,35,43,1.23,Warm,Shirt,Brown,Full,Sweetheart,Solid,Rayon,Party,Straight-Leg Trousers
IMG_373,Inverted Triangle,48,32,38,1.19,Cool,Sweater,Yellow,Full,Boat,Solid,Denim,Party,Flowy Dress
IMG_374,Inverted Triangle,36,35,43,1.23,Cool,Trousers,Black,-,-,Polka Dot,Denim,Casual,Flowy Dress
IMG_375,Rectangle,48,30,48,1.6,Cool,Jeans,Black,-,-,Checked,Linen,College,Peplum Top
IMG_376,Rectangle,47,29,36,1.24,Cool,Trousers,Beige,-,-,Checked,Wool,College,Peplum Top
IMG_377,Inverted Triangle,37,33,37,1.12,Cool,Kurti,Beige,Half,Sweetheart,Solid,Polyester,Formal,A-Line Skirt
IMG_378,Inverted Triangle,38,37,42,1.14,Neutral,Sweater,Navy Blue,Sleeveless,V-Neck,Striped,Rayon,Formal,A-Line Skirt
IMG_379,Hourglass,37,26,41,1.58,Cool,Dress,Grey,Half,Collar,Floral,Polyester,College,Wrap Dress
IMG_380,Rectangle,44,26,37,1.42,Neutral,Jacket,Peach,Short,Sweetheart,Floral,Polyester,Traditional,Belted Dress
IMG_381,Rectangle,39,28,47,1.68,Neutral,Shirt,Beige,Half,Round,Floral,Cotton,Formal,Layered Outfit
IMG_382,Pear,47,29,44,1.52,Warm,Jeans,Yellow,-,-,Polka Dot,Silk,Traditional,A-Line Dress
IMG_383,Hourglass,47,38,46,1.21,Warm,Blouse,Peach,Full,Sweetheart,Solid,Denim,Party,High-Waist Trousers
IMG_384,Rectangle,45,37,44,1.19,Cool,Trousers,Pink,-,-,Floral,Linen,Formal,Pleated Skirt
IMG_385,Apple,38,36,42,1.17,Neutral,Shirt,Pink,Sleeveless,Square,Polka Dot,Rayon,Party,Straight-Leg Trousers
IMG_386,Inverted Triangle,38,36,35,0.97,Cool,Jeans,White,-,-,Polka Dot,Linen,Party,V-Neck Top
IMG_387,Rectangle,44,37,48,1.3,Warm,Kurti,Sky Blue,Short,Round,Printed,Silk,Party,Layered Outfit
IMG_388,Inverted Triangle,45,26,44,1.69,Cool,Skirt,Red,-,-,Floral,Silk,Casual,Wide-Leg Trousers
IMG_389,Pear,39,37,45,1.22,Neutral,Jacket,Yellow,Half,Square,Checked,Rayon,Formal,Structured Top
IMG_390,Pear,38,27,41,1.52,Cool,Kurti,Beige,Short,High Neck,Checked,Wool,Casual,Structured Top
IMG_391,Rectangle,39,29,45,1.55,Cool,Trousers,Pink,-,-,Checked,Polyester,Party,Pleated Skirt
IMG_392,Hourglass,47,27,41,1.52,Neutral,Sweater,Lavender,Full,Square,Solid,Silk,Formal,Wrap Dress
IMG_393,Apple,47,36,40,1.11,Cool,T-Shirt,Red,Short,V-Neck,Striped,Linen,College,Longline Jacket
IMG_394,Pear,36,31,47,1.52,Warm,Jacket,Brown,Half,High Neck,Striped,Linen,Casual,A-Line Dress
IMG_395,Pear,41,30,37,1.23,Warm,Jacket,Olive,Sleeveless,V-Neck,Printed,Silk,College,Dark Bottom
IMG_396,Hourglass,40,33,40,1.21,Neutral,Dress,Black,Half,Round,Checked,Rayon,Traditional,Fitted Dress
IMG_397,Pear,34,36,34,0.94,Neutral,Trousers,Sky Blue,-,-,Checked,Denim,Casual,Dark Bottom
IMG_398,Pear,42,35,38,1.09,Warm,Jeans,White,-,-,Checked,Silk,Traditional,Boat-Neck Top
IMG_399,Pear,40,40,44,1.1,Cool,Trousers,Maroon,-,-,Striped,Denim,College,A-Line Dress
IMG_400,Pear,37,29,45,1.55,Neutral,T-Shirt,Sky Blue,Full,Square,Striped,Cotton,Party,A-Line Dress
IMG_401,Rectangle,40,40,44,1.1,Neutral,Sweater,Brown,Sleeveless,Square,Solid,Wool,Casual,Peplum Top
IMG_402,Inverted Triangle,34,37,35,0.95,Cool,Shirt,Peach,Full,Collar,Floral,Wool,Formal,Wide-Leg Trousers
IMG_403,Hourglass,45,36,44,1.22,Cool,Shirt,Red,Full,Collar,Printed,Polyester,Formal,Belted Outfit
IMG_404,Apple,47,40,35,0.88,Neutral,Shirt,Beige,Half,Round,Solid,Silk,Formal,Empire-Waist Dress
IMG_405,Apple,46,30,47,1.57,Cool,Skirt,Sky Blue,-,-,Checked,Denim,Casual,Longline Jacket
IMG_406,Inverted Triangle,48,29,45,1.55,Warm,T-Shirt,Maroon,Sleeveless,High Neck,Solid,Cotton,Traditional,Flowy Dress
IMG_407,Apple,36,27,46,1.7,Neutral,Shirt,White,Half,High Neck,Striped,Silk,Party,Straight-Leg Trousers
IMG_408,Pear,41,26,35,1.35,Warm,Jeans,Lavender,-,-,Checked,Rayon,Party,Dark Bottom
IMG_409,Hourglass,45,27,35,1.3,Warm,Blouse,Black,Half,Collar,Floral,Polyester,Party,Wrap Dress
IMG_410,Pear,39,39,39,1.0,Cool,Skirt,White,-,-,Floral,Linen,College,Dark Bottom
IMG_411,Pear,46,32,44,1.38,Warm,T-Shirt,White,Short,Round,Floral,Polyester,College,Dark Bottom
IMG_412,Rectangle,36,35,40,1.14,Warm,Blouse,Olive,3/4,Boat,Solid,Silk,College,Peplum Top
IMG_413,Rectangle,35,30,44,1.47,Neutral,Kurti,Black,Full,High Neck,Printed,Denim,Party,Peplum Top
IMG_414,Pear,40,36,45,1.25,Cool,Skirt,Peach,-,-,Striped,Rayon,Traditional,A-Line Dress
IMG_415,Pear,34,36,48,1.33,Cool,Jacket,Green,Short,Round,Floral,Linen,Formal,Boat-Neck Top
IMG_416,Pear,38,26,42,1.62,Neutral,Skirt,Green,-,-,Floral,Rayon,Formal,A-Line Dress
IMG_417,Apple,41,33,46,1.39,Warm,Jacket,Peach,3/4,Collar,Solid,Silk,Casual,V-Neck Outfit
IMG_418,Apple,40,32,34,1.06,Warm,Shirt,Green,Full,Square,Polka Dot,Linen,Traditional,Empire-Waist Dress
IMG_419,Rectangle,44,36,41,1.14,Warm,Dress,Maroon,3/4,Collar,Printed,Rayon,Traditional,Pleated Skirt
IMG_420,Inverted Triangle,45,36,39,1.08,Warm,Dress,White,Sleeveless,Collar,Checked,Rayon,Party,V-Neck Top
IMG_421,Pear,45,27,34,1.26,Warm,Skirt,Peach,-,-,Solid,Linen,Traditional,Structured Top
IMG_422,Inverted Triangle,37,27,48,1.78,Cool,Dress,Sky Blue,Half,Round,Floral,Cotton,Traditional,A-Line Skirt
IMG_423,Inverted Triangle,46,40,41,1.02,Neutral,Kurti,Yellow,Short,Boat,Solid,Polyester,Casual,Flowy Dress
IMG_424,Apple,47,35,41,1.17,Warm,Sweater,Brown,Short,High Neck,Striped,Cotton,College,Straight-Leg Trousers
IMG_425,Inverted Triangle,42,40,40,1.0,Neutral,Dress,Olive,Half,Boat,Checked,Linen,College,Wide-Leg Trousers
IMG_426,Apple,36,32,43,1.34,Neutral,Kurti,Red,Half,High Neck,Polka Dot,Polyester,Formal,Empire-Waist Dress
IMG_427,Rectangle,37,35,45,1.29,Cool,Blouse,Yellow,Short,Square,Printed,Wool,Party,Peplum Top
IMG_428,Inverted Triangle,46,31,42,1.35,Neutral,Skirt,Olive,-,-,Polka Dot,Wool,Traditional,V-Neck Top
IMG_429,Hourglass,48,39,40,1.03,Warm,T-Shirt,Green,3/4,V-Neck,Solid,Wool,Casual,Fitted Dress
IMG_430,Pear,38,38,46,1.21,Neutral,Jeans,Red,-,-,Striped,Rayon,Casual,Boat-Neck Top
IMG_431,Hourglass,37,38,42,1.11,Cool,Shirt,Maroon,Full,Sweetheart,Polka Dot,Wool,Traditional,Fitted Dress
IMG_432,Inverted Triangle,45,36,42,1.17,Neutral,Jeans,Sky Blue,-,-,Polka Dot,Wool,Casual,Flowy Dress
